sample_id,day_index,group_label,condition,rg_ratio,mean_g,glcm_entropy,coverage_pct,chlorophyll_a_mg_g_fw,carotenoid_mg_g_fw,rgr_g_g_day,is_stressed
control_R04,1,control,control,0.5537830460785114,0.6890140944754747,0.331364526644984,81.51889120097401,2.6086867599432115,0.7882070321686636,0.15199207268009485,0
control_R05,1,control,control,0.5850526657957045,0.7616582208545875,0.3057654280468347,79.43864503193133,2.468098404346287,0.9375971161271727,0.15664661829340515,0
control_R06,1,control,control,0.4162621510726691,0.719653523967362,0.3369107574163726,76.25866039063834,2.513125816993047,0.8772259988134655,0.14794905387421275,0
control_R07,1,control,control,0.46742445345027406,0.6941016980742241,0.28474676582940994,90.03979319871917,2.2053123911408807,0.8012823430477005,0.1572239582757294,0
control_R08,1,control,control,0.4775297448071338,0.6174432969896179,0.3217503428335434,89.54429279261495,2.3271760130732586,0.9238699951060352,0.144002007923589,0
control_R09,1,control,control,0.42918781491736296,0.6843388347889726,0.3532015182780204,85.39365675726545,3.031864455452771,0.9377998104605528,0.15894644247532916,0
control_R10,1,control,control,0.575992753269341,0.6802893603391842,0.36002316672217577,78.0164394980966,2.285960092143211,0.9931056494459628,0.1173551027734948,0
control_R11,1,control,control,0.5060471751071628,0.7209440741509983,0.3662391230154679,88.60232675064115,2.7100679174910143,0.7240961049736291,0.14325656769074602,0
control_R12,1,control,control,0.42408600788168627,0.7804491373310688,0.2818766905448848,81.85481307139564,2.59725652671192,0.8029503883588636,0.1417515977592831,0
control_R13,1,control,control,0.47304057676741323,0.761004409211372,0.28936619743904324,74.16838998801899,2.834088974322588,0.8139231247807831,0.16442272951502615,0
control_R14,1,control,control,0.44577218771152544,0.6271019919061219,0.3982662380017828,70.95743809383387,2.7390270440243563,0.932086196694822,0.14895457541522805,0
control_R15,1,control,control,0.5021361523231531,0.7547252847621718,0.27538146239666944,85.25344626940516,2.812855963686912,0.7337468939982982,0.1550395575184325,0
control_R16,1,control,control,0.4973545062052947,0.7402636007850778,0.23089497148622345,82.4645224544285,2.994825782776363,0.7612618723944892,0.14090189462361644,0
control_R17,1,control,control,0.5345972214832281,0.690792468851153,0.3673015838726039,85.88911558442203,2.815803350325749,0.8922484470781304,0.18474408563504038,0
control_R18,1,control,control,0.37590313212774684,0.7659147017489348,0.25841012452944573,83.65991472836856,2.968024848740244,0.6818758880357694,0.13496627257295052,0
control_R19,1,control,control,0.41029318549872884,0.7375854642406797,0.27620939214063855,86.2432338069785,2.5174468232215266,0.5920906907030621,0.16081530378085573,0
control_R20,1,control,control,0.48838396152601143,0.7372878739907242,0.27540967913115116,87.34157177837868,2.7903494522383623,0.8631204964443129,0.14573037955130838,0
control_R21,1,control,control,0.4869400625653038,0.7338502586039777,0.26283445066771854,85.44816460952259,2.6492677137800826,0.8165224626729243,0.16593848377457165,0
control_R22,1,control,control,0.38517638359626194,0.6607125841022872,0.13331919400758474,81.9478100193017,2.949886779945548,0.7743604340255683,0.1629668512291278,0
control_R23,1,control,control,0.5942387207675306,0.6627363927030522,0.411104591463445,79.96476097216328,2.352244464279582,0.8243583824562598,0.11910689291452974,0
control_R24,1,control,control,0.43209916559627853,0.7521434007751441,0.3360384915582992,78.78018318080332,2.8785654936519838,0.706351045475822,0.16712045632694802,0
control_R25,1,control,control,0.3874969569658287,0.7368023058819957,0.25460066226940975,80.56449154924464,2.481497424012523,0.7701567533563253,0.1594482170284545,0
control_R26,1,control,control,0.49314904076238214,0.7157757157033731,0.348092211554318,81.58734647573223,2.4084510502971246,0.9227659581397366,0.14861585166295924,0
control_R27,1,control,control,0.5480382677279328,0.6595459103436996,0.362082089184886,88.25869767575169,2.9314662223630368,0.8851137142307595,0.1434742000032419,0
control_R28,1,control,control,0.48505226894600234,0.6791880904956714,0.34150924230355084,80.99911451065311,2.3549190847063874,0.7342742461865625,0.1103447715198819,0
control_R29,1,control,control,0.4270662357530334,0.7082723365340495,0.34686155812147584,89.97697016458284,2.6075817767316742,0.8312937607205861,0.15389382645474511,0
control_R30,1,control,control,0.4821774432348796,0.7287290321441383,0.26053046872273183,88.18355064381687,2.4891321760207212,0.8234816763767147,0.19346642731555097,0
control_R01,2,control,control,0.5791553436067483,0.6834145743334206,0.3480323966982173,80.71985234588212,2.5589378579719764,0.7873412025711518,0.1526558119980178,0
control_R02,2,control,control,0.4977892028196694,0.7532545214750378,0.2857384995666589,82.69618482871952,2.8385573282473464,0.7867293660048207,0.17055082104101776,0
control_R03,2,control,control,0.4332196315940677,0.6403675201950401,0.17524695848863975,91.13738003416259,2.979036996394337,0.7352467790043689,0.13746244815938655,0
control_R04,2,control,control,0.4228252246033683,0.816816600489896,0.27174421357318235,82.4819247127773,2.893016041900061,0.6595137482305002,0.15554014955953546,0
control_R05,2,control,control,0.49824549490100567,0.7148468756231625,0.3302928943022723,84.32893015704191,2.4731436445824384,0.9333539142490075,0.17182192761626594,0
control_R06,2,control,control,0.4153806649996441,0.7665955600030488,0.25215133800769346,90.63361491932346,2.6763372455942234,0.940719549649736,0.1596285797835925,0
control_R07,2,control,control,0.5871364825878316,0.6642987738491977,0.2736245930089557,78.85842035856885,2.6784246967130163,0.7179822650080901,0.1554259239787261,0
control_R08,2,control,control,0.534411208903397,0.6053151846972779,0.24309640228485419,75.51945300877622,2.5374800336070216,0.8493105069665238,0.15082666241024115,0
control_R09,2,control,control,0.48047708224450497,0.701230101555342,0.24569678887905416,85.49028057710017,2.7941624211484677,0.8730897402025571,0.15912328344602703,0
control_R10,2,control,control,0.6121818137403283,0.6742165291352571,0.30715961740780107,77.37915548612756,2.3760061309108425,0.7484256877196782,0.13216528463663024,0
control_R11,2,control,control,0.5124589697302314,0.6900247330283444,0.2666162920949292,85.84873560671564,2.7832033665609446,0.8313758656373642,0.13922764663674636,0
control_R12,2,control,control,0.5299072247789258,0.6127189278401637,0.33121124168632443,81.24356297601129,2.3662302792458147,0.8875944507599905,0.12125561182402422,0
control_R13,2,control,control,0.614416371824887,0.6384860958275406,0.3905953639782521,67.0140300738665,2.2014625266880374,0.8755787697582238,0.11943347526133741,0
control_R14,2,control,control,0.6270121144140547,0.6189323097091695,0.3007035752477263,80.65920750602885,2.844492993343966,0.7671335997480637,0.14522019274420694,0
control_R15,2,control,control,0.4888354251949896,0.5837608639033998,0.3745277288017016,74.15771535987395,2.525396080176498,0.9431727573878284,0.10423395728041937,0
control_R16,2,control,control,0.4903109003196785,0.7225463973964268,0.3016460368031072,77.29208209791767,2.6591500812860462,0.9378512280977853,0.1501164077340524,0
control_R17,2,control,control,0.47690172199641256,0.678627677933024,0.2617638055794132,78.59319504070423,2.8892644295086125,0.7274060986123365,0.14076048024609217,0
control_R18,2,control,control,0.5392064601145621,0.641453964122777,0.4151080232879227,77.61836772078544,2.528774292283578,0.9013264443217986,0.13219519482069692,0
control_R19,2,control,control,0.4907442629491895,0.6563426508961535,0.39903238835907795,75.59818114217424,2.0747431647073693,1.0124012098584962,0.18205986801532287,0
control_R20,2,control,control,0.385518755922446,0.6849281803847435,0.27452164205211294,81.88009665865798,2.460824022983191,0.8845211607763384,0.16010105272046202,0
control_R21,2,control,control,0.4849598365847444,0.8021073992778356,0.258598016621853,83.48203677069172,2.7715993571184954,0.8553731090271706,0.13403992591739172,0
control_R22,2,control,control,0.4856238592173801,0.7553100608348773,0.30746783133837685,88.64520028170139,2.380722456357724,0.908000381702772,0.15155571035114349,0
control_R23,2,control,control,0.4726793443886843,0.7588340764134779,0.2503818611738747,76.41950037275745,2.7467730955398966,0.7325914601255112,0.15155059664240084,0
control_R24,2,control,control,0.41002530698324785,0.6236581239783563,0.32847284311710473,79.47621162235478,2.123942627613401,0.9159438810787559,0.1532116460609479,0
control_R25,2,control,control,0.4041749250570571,0.739420810925595,0.29148725385998453,94.32055977938047,2.8119785515490983,0.8549097183235506,0.15269213650197894,0
control_R26,2,control,control,0.562496723321868,0.7131992760609855,0.321424809979488,77.35369394358995,2.411706498083547,0.9524146181655693,0.16297742542218052,0
control_R27,2,control,control,0.45897912245580197,0.7114106227629724,0.2739732956139028,87.16899481994754,2.240860430032547,0.7558143546229361,0.14101148086766874,0
control_R28,2,control,control,0.4018180777815598,0.6833937553661629,0.23994476727405847,90.00834651247119,2.7509878697618593,0.7072267651755962,0.15914568188179706,0
control_R29,2,control,control,0.4917404326233373,0.6202001432427842,0.38657349607861025,77.66540133917563,2.6035587937971973,0.8893101621675059,0.1487957450983637,0
control_R30,2,control,control,0.4565640714703896,0.7065545866186116,0.19780741860655698,77.4625679539047,2.9113439126196416,0.775582589610185,0.14294540281293736,0
control_R01,3,control,control,0.5654109282476747,0.5874634964189764,0.24598004796108514,76.71631203485663,2.8797998259753115,0.8844428138429462,0.15734736211566813,0
control_R02,3,control,control,0.4112739123285673,0.7258370544044429,0.27361456385728467,86.26177525844201,2.700363259882772,0.8422836414730102,0.15823161681147419,0
control_R03,3,control,control,0.5843182525177634,0.5894276333299513,0.2503979783376051,82.93010559999398,2.6992608003384433,0.8021117666643396,0.10955018768088601,0
control_R04,3,control,control,0.5633604470149574,0.7451308059091709,0.35599712144198964,78.6499773665442,2.3808271471722757,0.8678491519477899,0.13947458087433773,0
control_R05,3,control,control,0.5746922091711546,0.7758286374432921,0.3335077461313597,79.2983633458996,2.890887928998691,0.8798208034828015,0.16129712197234314,0
control_R06,3,control,control,0.5946123106819579,0.6706099419749476,0.41725781841528325,78.63449858828689,2.0370402613171446,0.9203696505058442,0.12457461976792857,0
control_R07,3,control,control,0.5457543355165833,0.7809953604493487,0.33195723547663103,85.3320150572435,3.02813640780498,0.8127482908057064,0.1602427180610966,0
control_R08,3,control,control,0.4889678532636056,0.7090326355099121,0.207809339804673,83.43133283411886,2.71522825028945,0.9808987930366813,0.1688248107984219,0
control_R09,3,control,control,0.5257543259108557,0.6774480228296068,0.31583225326518444,75.6970303822966,2.5418557669637285,0.7961661173220753,0.12604967641516043,0
control_R10,3,control,control,0.5528692484357061,0.5902174887379459,0.3438329866520967,83.64923515581657,2.7119430921987044,0.9756313312987158,0.1405902543981513,0
control_R11,3,control,control,0.4248703883704738,0.7134454653731505,0.3038303974043103,88.75911692053641,2.9153967430102603,0.8171547506505713,0.13436363267987653,0
control_R12,3,control,control,0.5109544387172332,0.676851654900729,0.28121674936816554,82.63148013899506,2.518874087401733,0.7935669314414234,0.15264950156014195,0
control_R13,3,control,control,0.5089826591008922,0.6981839531577025,0.24916147752779086,79.55999416696741,2.9191566052361835,0.7421902835058889,0.11702359774896812,0
control_R14,3,control,control,0.45145549732883344,0.721236691121308,0.24411945722874395,90.46385423017826,2.2654331133794123,0.8356340486987741,0.1834215730270536,0
control_R15,3,control,control,0.44875558667197957,0.6774621847278232,0.22657779240989273,82.28960711909312,3.0216117725955933,0.9831107130553511,0.15070189268164397,0
control_R16,3,control,control,0.5908383752689529,0.6928059550742381,0.4122065292209914,75.85559161782714,2.372480509417569,1.2251563825627998,0.13939499128193863,0
control_R17,3,control,control,0.5330164551728772,0.6813301053552673,0.2669923648458407,86.66904680337859,2.681777495581527,0.859638393965147,0.15191380352979916,0
control_R18,3,control,control,0.5475687627931677,0.5890969951468312,0.374913194936109,75.23847985626843,2.2367864883712207,0.8710634559740789,0.14294280274859036,0
control_R19,3,control,control,0.5266684891576504,0.6417311659531876,0.271793088090474,79.90988365360388,2.664261719344826,0.8602146818925032,0.13645355064982645,0
control_R20,3,control,control,0.544978568372127,0.5800422348987492,0.2622645679266188,78.51657168494066,2.425224116603318,0.882520639733675,0.13754143516275266,0
control_R21,3,control,control,0.5692620169299651,0.6252401284570126,0.2776568640800204,75.04847508887826,2.599017002258561,0.9839248005157302,0.13627881968139532,0
control_R22,3,control,control,0.3648003568694812,0.6866785310881595,0.22211355562523927,83.16225117735374,2.807716224596183,0.7719428302259798,0.17574009415815112,0
control_R23,3,control,control,0.44270055265611097,0.7140835060998968,0.21619763725955976,84.24646112984784,2.691571414477656,0.8225466265372531,0.1752281934560658,0
control_R24,3,control,control,0.5909837535715581,0.6844045504991281,0.23171179180591356,82.65681896130192,2.4480631177729713,0.7703108187421391,0.15684297668934738,0
control_R25,3,control,control,0.5039720413904349,0.6999399073196525,0.40997189958483415,85.50772805631445,2.5995931463738122,1.0077890104908607,0.11136872124363366,0
control_R26,3,control,control,0.45679061809583305,0.6896704178066926,0.2815965961345684,80.74242804738589,2.995927804757594,0.8348660992341703,0.15417307333897218,0
control_R27,3,control,control,0.5073520340580151,0.6827442084553215,0.3366958468908661,86.49423803375015,2.9366398687440416,0.8814321770319985,0.1559872745720924,0
control_R28,3,control,control,0.4624287253689392,0.7458357848525394,0.31348550690852184,84.77466442329731,2.916717566950598,0.8609915662991638,0.173967178876357,0
control_R29,3,control,control,0.5066465933568757,0.6813315938825217,0.192788092169874,81.51278017425281,1.8023640020695049,0.7193198024689397,0.14891296682161223,0
control_R30,3,control,control,0.47383687734081814,0.6341450968813721,0.41687702904808416,77.08478226357593,2.9535341236284642,0.8817855295619436,0.1464505467297435,0
control_R01,4,control,control,0.5983691888924725,0.5806337576144069,0.41469502711464723,74.91250337134848,2.016507470461602,0.9187929466621274,0.1148308386501661,0
control_R02,4,control,control,0.5658477611396173,0.6288061528328489,0.38163150438529664,78.01584736270293,2.5125410371886794,0.8241430668501102,0.11698806532739583,0
control_R03,4,control,control,0.5507131821487219,0.5783952982648543,0.41778666637990525,78.59206232402,2.057068855816408,0.941983380150683,0.1419145402042756,0
control_R04,4,control,control,0.5737173893991774,0.5993464154285947,0.37709398600313904,77.18992901760545,2.3718160334950835,0.9704683200588832,0.16008072200944762,0
control_R05,4,control,control,0.6646580529021667,0.6113682712059826,0.446337199343563,78.02646677014809,2.288132016283155,0.9606864362389106,0.13661605873969357,0
control_R06,4,control,control,0.4883072044831368,0.6510809914552917,0.37142138044887096,79.7794612192724,2.5988644106871157,0.9350786831000171,0.1364322057440991,0
control_R07,4,control,control,0.5763349138609691,0.5954325279419063,0.4509865799849715,75.22915379493041,2.082366910085985,0.8133388498252823,0.11891005450469332,0
control_R08,4,control,control,0.5155372646118466,0.6510658683719652,0.3760608461411141,80.98335383312607,2.577982330527887,0.916114351048741,0.15022687044663555,0
control_R09,4,control,control,0.431778087386777,0.632791597420421,0.2518029963398898,84.97915162499045,3.009106454957936,0.9068870953449009,0.1630416257237855,0
control_R10,4,control,control,0.5313864696742681,0.6588934046741407,0.3184844642842099,85.43862444303477,2.482783440232983,0.9296394915788063,0.15645020115910907,0
control_R11,4,control,control,0.5376458908684943,0.7206768246945231,0.301837715717782,78.84296152684186,2.487934532237438,0.7905615525363523,0.15879063267954957,0
control_R12,4,control,control,0.5107934628777947,0.6430872835321033,0.28649799131421905,82.76916536430696,3.1489217674032988,0.7149594414499681,0.17273993439011973,0
control_R13,4,control,control,0.5536951496031465,0.6665383289438843,0.3720002053525797,78.48885827120654,2.7915184429630373,0.8420541507221233,0.15703074569412512,0
control_R14,4,control,control,0.49835558001427194,0.6411637772743558,0.3343929928185795,87.90729474276587,2.599603343632219,0.8336484594509844,0.1309523841937404,0
control_R15,4,control,control,0.43833143801468843,0.6359050748307116,0.34290468350637454,86.17757881978275,3.117146028643147,0.8151784933443837,0.16521642610949805,0
control_R16,4,control,control,0.5293305740216043,0.6764787086177999,0.3573673718147056,79.41427382013036,2.405518724542543,0.7610630869770265,0.11599131243602724,0
control_R17,4,control,control,0.5394376479698206,0.623865587281879,0.3743524643050851,81.34810946493289,2.464291239698497,0.8442277081764192,0.15360895774094876,0
control_R18,4,control,control,0.6150381100282651,0.6607293463702778,0.4804703325552374,80.26372751547174,2.417702837278884,0.9941615114988619,0.13412044205728818,0
control_R19,4,control,control,0.5182855080039547,0.642492896042255,0.25016924743691776,88.5385882938681,2.848346371959328,0.9671151962327031,0.1479450402060565,0
control_R20,4,control,control,0.4690310436382693,0.7023442194453724,0.2912129200071442,87.9278589099801,2.615955462428879,0.8627360059540496,0.13771789592045217,0
control_R21,4,control,control,0.5453109757738915,0.6233985826833925,0.3523951898087889,77.51032076215883,2.403409000379986,1.0545762600687012,0.1356859783818755,0
control_R22,4,control,control,0.4125144648552565,0.6370607970057863,0.31771074406009875,77.19657206570164,2.83374827282681,0.852542612950104,0.16315378068319053,0
control_R23,4,control,control,0.5314724343259507,0.6607204123380896,0.34572306358691923,87.16180453838334,2.0494781016322174,0.6994719255053907,0.13274578733298906,0
control_R24,4,control,control,0.5622291936585606,0.684516707226847,0.3240564712604034,84.14501855016275,2.7262327799172503,0.8942891772348008,0.15578611020641625,0
control_R25,4,control,control,0.5099745163409982,0.6862786061839006,0.36118905734510465,78.84262257278523,2.7776155107894023,0.6674701761115346,0.11760305720437232,0
control_R26,4,control,control,0.4614970077094421,0.6890536451478412,0.2102257657168064,78.49058604844952,2.5210555199789093,1.0508282083747127,0.17990771959511545,0
control_R27,4,control,control,0.49249371592013125,0.6315608238076383,0.22740093586130208,80.22693753067865,2.382007233783498,0.8530363325858903,0.12143542095983476,0
control_R28,4,control,control,0.5040952335755884,0.7019836687440447,0.32687025250963697,75.79132805456206,2.8029471823095036,0.7746448261162804,0.15829353780460237,0
control_R29,4,control,control,0.4578979351242321,0.6536499747620618,0.3603289591969437,82.38813250666664,2.4956201042298503,1.0145774102322243,0.1567005071460473,0
control_R30,4,control,control,0.5543827830937142,0.7505380546667205,0.4282762610233918,74.79263206221806,2.3739372848158484,1.0005193832929136,0.12807537804058736,0
control_R01,5,control,control,0.46421721956195194,0.7098402201111504,0.2911124759857303,79.37557888139153,2.5264605737062427,0.7744165902997606,0.13756089330685883,0
control_R02,5,control,control,0.6475694400788916,0.6275846416124597,0.4447787904175905,71.37462289628981,1.9995912122553186,0.7440401363768858,0.09548332808257468,0
control_R03,5,control,control,0.3565146353317753,0.6588829640675269,0.3390523730443083,83.46976954927551,2.9896989852385545,0.8559922561504345,0.16717746457068203,0
control_R04,5,control,control,0.531590239326022,0.7103736852315019,0.2876388653279815,83.64044325462555,2.713823861895968,0.805932955714681,0.12986422752800186,0
control_R05,5,control,control,0.49838871524871364,0.7022359880447242,0.26324983426027293,82.03519336528261,2.755479029878191,0.8997006024725177,0.1727029766452036,0
control_R06,5,control,control,0.542443233078666,0.6875879850799758,0.3944605404320061,79.7263813258904,2.300569228230842,0.9054143606553662,0.09868267397141765,0
control_R07,5,control,control,0.45659682925463707,0.6994957757197686,0.42731882208086347,75.49428117677067,2.555956580832151,0.8192807540391998,0.13027689120316796,0
control_R08,5,control,control,0.5704814464910157,0.70390006996901,0.3727784075646775,80.92842832531215,2.3788125880920856,0.9940283804601673,0.1239146288400861,0
control_R09,5,control,control,0.5336712739615614,0.6239453628576128,0.3904395382408974,81.66488527024707,2.596704554445684,1.0277731267790962,0.1602730797161826,0
control_R10,5,control,control,0.5450833997563149,0.6415544237454472,0.342884706407255,76.95097261054269,2.848863240022628,0.9091636173654727,0.13838617495812822,0
control_R11,5,control,control,0.48064254381305604,0.5420145761934099,0.4567999099243805,75.52997601533029,2.3490653285619763,0.8197976650041572,0.12624989890456614,0
control_R12,5,control,control,0.6627789288344182,0.6066899983144749,0.43393004190830325,71.21459581746397,1.756512209919346,0.9947565857275297,0.1315056991445178,0
control_R13,5,control,control,0.445332953726406,0.6538187558714403,0.23581699826965802,83.25240143677627,2.2808658949720164,0.8836881377938827,0.164490914446986,0
control_R14,5,control,control,0.40734904240786785,0.6231741274249379,0.40930645819364875,66.80211298322477,2.437511233095754,0.7751843978450417,0.15253628222606974,0
control_R15,5,control,control,0.5346217143796136,0.6975216074267806,0.4191201079979006,79.57708031946252,2.6432824258903236,0.7307690202213638,0.16239444024712626,0
control_R16,5,control,control,0.4829705093013296,0.6764043359520298,0.24506564373986772,81.75888990478005,2.7738636715644214,0.8873722616204731,0.12152456433594709,0
control_R17,5,control,control,0.5735776448043596,0.5843471096025942,0.30003313889557637,82.89111224248988,2.5427047680800707,0.923553642046793,0.16713813419705725,0
control_R18,5,control,control,0.5930650830904785,0.7513103432905593,0.37151459117805885,73.69757978389941,2.488944822401676,0.9496798752138201,0.12565830530429017,0
control_R19,5,control,control,0.6156249117508814,0.6979808553630565,0.27354495970554926,85.61239801501176,2.597693283360774,0.8273733604777728,0.1564022473235868,0
control_R20,5,control,control,0.5073846408951624,0.7686908958197574,0.3210128199490302,80.52431588402314,2.5554671333968577,0.802822683098244,0.14664977246145036,0
control_R21,5,control,control,0.5721318821719689,0.5972502187888723,0.38467957466249536,77.94926892858163,2.600650840713408,0.774887398200163,0.1616135515743638,0
control_R22,5,control,control,0.6392334961229501,0.560532030083446,0.46096081735583827,76.93407000587943,1.9704314591658794,0.939067205296073,0.13156706457499182,0
control_R23,5,control,control,0.5725346507289403,0.6520791490068469,0.46008646847045176,82.56014182789323,1.8173713126700601,0.8851021124461061,0.13024905481528135,0
control_R24,5,control,control,0.4760537814311082,0.7550090709327754,0.2212851612438616,85.01968022773994,2.539994641870539,0.7608725463883217,0.17703819366787232,0
control_R25,5,control,control,0.5428368830746297,0.5963428943206915,0.42678738841866215,82.83109790469234,2.5124855004231934,0.921525444524089,0.12211840649599923,0
control_R26,5,control,control,0.5725305623238561,0.6147263586289882,0.391892980570139,72.67598261073744,2.439506838370442,0.9617614176080578,0.13648106985736294,0
control_R27,5,control,control,0.5667367744030076,0.6394923015485945,0.4707787326894557,71.56893825662235,2.724311042855662,1.014188454414036,0.12535918978672045,0
control_R28,5,control,control,0.6803740299980763,0.6324258991773491,0.4681205283722663,71.38051617845922,2.107959977529161,1.0157472695195668,0.13767391032131396,0
control_R29,5,control,control,0.5031089589861637,0.6839002843952794,0.41447490549137345,81.03828806800307,2.5938476767900944,0.8742976084288255,0.12238168885871455,0
control_R30,5,control,control,0.4249276717800473,0.6897873605197798,0.3138685618821986,79.0509969354105,2.004753232000401,0.7444422619304651,0.16320440956234186,0
control_R01,6,control,control,0.5471588295946025,0.6089821108027574,0.41689036897207415,78.81282832993072,2.5731427947343692,1.0884494269811122,0.16375558253801856,0
control_R02,6,control,control,0.5137906516192854,0.6415620369352563,0.3876369054591909,77.98487513547484,2.384525191893213,1.0254979734266172,0.13585845301625962,0
control_R03,6,control,control,0.6522349776233872,0.6530242411639442,0.5051033904584655,75.49447311911803,1.9433655317276524,0.9208595194029114,0.11944810546063798,0
control_R04,6,control,control,0.5972692405129214,0.5668647758076233,0.3562947801810116,68.40993711125904,1.9235524819256897,0.9551100977631363,0.14201411912652478,0
control_R05,6,control,control,0.4421569163704008,0.6387452236205127,0.3680732352531217,87.06955857940393,2.1299328621618323,0.8700166700033658,0.16034515319121806,0
control_R06,6,control,control,0.6018790730439689,0.6379839839232518,0.4149532801746404,79.83930353048308,2.192734426496115,1.0027386914698857,0.10971373409836147,0
